payment_id,order_id,payment_method,amount,payment_date
2674,2674,PayPal,7777.64,2025-10-08 06:45:58.663152
2675,2675,Credit Card,15041.81,2026-05-29 04:31:56.974257
2676,2676,Credit Card,12716.07,2026-05-02 06:53:48.696449
2677,2677,PayPal,2497.15,2026-07-10 23:12:21.722054
2678,2678,Google Pay,933.72,2026-04-25 14:39:31.409100
2679,2679,PayPal,7549.06,2026-02-18 21:01:28.204737
2680,2680,Google Pay,5753.53,2025-11-02 12:51:23.477271
2681,2681,Credit Card,16400.96,2026-06-21 07:33:50.321943
2682,2682,PayPal,2433.7,2026-07-02 02:51:40.125563
2683,2683,PayPal,14466.98,2025-09-24 18:53:23.617219
2684,2684,Credit Card,6194.13,2025-08-08 11:26:51.341582
2685,2685,Google Pay,2467.06,2025-12-18 22:46:06.398999
2686,2686,Google Pay,15258.86,2026-06-12 11:36:38.123897
2687,2687,Debit Card,12456.07,2025-11-10 16:37:44.840218
2688,2688,Credit Card,4867.4,2025-08-20 00:48:31.804622
2689,2689,Google Pay,2197.2,2026-01-29 22:42:26.230003
2690,2690,Credit Card,9545.99,2025-10-18 22:32:40.719807
2691,2691,Apple Pay,16935.17,2026-05-18 14:37:01.640526
2692,2692,PayPal,4357.92,2025-10-03 19:08:44.152096
2693,2693,Apple Pay,9213.59,2026-07-31 02:53:01.143587
2694,2694,Credit Card,7269.46,2025-11-16 23:17:49.944405
2695,2695,Debit Card,10141.59,2026-06-13 15:38:49.424635
2696,2696,Apple Pay,21431.31,2026-05-22 02:25:24.134364
2697,2697,Google Pay,10357.2,2026-07-18 21:57:11.569976
2698,2698,PayPal,2533.56,2026-01-17 13:16:23.677430
2699,2699,Google Pay,4317.18,2026-01-29 18:09:46.591565
2700,2700,Debit Card,5842.59,2026-05-09 03:28:59.915439
2701,2701,Debit Card,11446.06,2025-11-14 12:25:14.020343
2702,2702,Apple Pay,17747.68,2026-01-19 05:40:38.912101
2703,2703,Google Pay,9048.96,2026-07-24 18:53:04.223294
2704,2704,Apple Pay,6181.59,2025-08-02 16:43:34.364013
2705,2705,PayPal,10738.47,2026-06-03 08:07:34.507061
2706,2706,Apple Pay,7021.0,2025-08-25 23:03:30.022250
2707,2707,Debit Card,6303.71,2026-06-12 06:04:40.489012
2708,2708,Debit Card,3522.72,2026-04-12 09:45:50.724599
2709,2709,Google Pay,17240.17,2026-06-17 19:25:17.409626
2710,2710,Credit Card,13591.15,2026-07-08 14:00:45.638191
2711,2711,Google Pay,9207.03,2026-03-01 02:22:19.792478
2712,2712,Credit Card,6882.88,2026-07-04 05:28:20.590964
2713,2713,PayPal,8873.68,2025-10-29 20:57:38.613855
2714,2714,Google Pay,2197.2,2025-08-21 23:54:32.455204
2715,2715,Apple Pay,7128.96,2026-05-16 12:15:30.203999
2716,2716,PayPal,664.17,2026-08-01 04:20:56.450353
2717,2717,Debit Card,5231.48,2026-07-07 01:45:58.706316
2718,2718,Credit Card,10318.39,2026-04-12 21:09:34.138388
2719,2719,Apple Pay,10539.91,2026-01-27 03:27:55.823759
2720,2720,Credit Card,6609.57,2026-03-23 20:05:19.308386
2721,2721,PayPal,4822.32,2026-02-02 05:15:19.932948
2722,2722,Credit Card,7320.0,2026-06-04 12:47:47.658542
2723,2723,Credit Card,4994.71,2026-06-21 23:13:05.421342
2724,2724,Google Pay,4041.18,2026-04-10 17:12:41.816325
2725,2725,Debit Card,2411.43,2026-01-22 21:53:32.420436
2726,2726,PayPal,13420.56,2025-09-07 21:55:46.898386
2727,2727,PayPal,7256.04,2026-05-23 13:22:47.783518
2728,2728,Debit Card,2844.36,2026-05-29 09:25:18.067624
2729,2729,PayPal,181.24,2026-01-21 17:23:54.639551
2730,2730,PayPal,14095.27,2026-01-01 07:48:53.406514
2731,2731,Apple Pay,3411.54,2025-10-31 12:00:21.010468
2732,2732,Apple Pay,2060.53,2025-12-11 07:29:47.245311
2733,2733,Debit Card,7881.48,2026-03-14 04:45:01.165959
2734,2734,Debit Card,6613.1,2025-11-01 13:42:44.418811
2735,2735,PayPal,12737.6,2026-06-20 02:56:01.387779
2736,2736,Credit Card,16625.83,2026-06-07 20:25:54.517099
2737,2737,Google Pay,5040.4,2025-09-23 11:26:43.990731
2738,2738,Debit Card,2137.45,2026-07-26 22:28:36.221915
2739,2739,Credit Card,7565.26,2025-12-21 07:06:40.211432
2740,2740,PayPal,2378.59,2026-04-17 17:02:24.855704
2741,2741,Apple Pay,8759.91,2026-05-24 13:02:48.005462
2742,2742,PayPal,8454.04,2025-12-18 01:35:19.370449
2743,2743,PayPal,16649.89,2025-11-13 11:29:51.150895
2744,2744,PayPal,1007.34,2025-11-10 00:57:51.470729
2745,2745,Credit Card,8670.1,2026-07-29 20:23:52.605005
2746,2746,Credit Card,1990.18,2026-06-23 16:34:57.259308
2747,2747,Google Pay,12639.46,2026-04-08 13:07:01.845862
2748,2748,Debit Card,5785.03,2025-12-04 02:14:09.310353
2749,2749,Google Pay,2060.53,2025-10-03 14:01:27.532738
2750,2750,Google Pay,1595.02,2026-01-16 17:41:38.668788
2751,2751,Google Pay,10030.76,2026-03-21 14:22:24.180010
2752,2752,Credit Card,7668.21,2025-10-07 09:48:14.698332
2753,2753,Credit Card,4892.67,2025-09-05 11:57:53.564662
2754,2754,Google Pay,5041.86,2026-01-18 15:51:19.241085
2755,2755,Debit Card,2151.22,2025-12-20 22:50:13.864098
2756,2756,Debit Card,14417.72,2026-07-14 03:18:43.160259
2757,2757,Credit Card,1778.73,2026-05-31 19:20:05.208608
2758,2758,Credit Card,3977.05,2026-01-18 06:43:06.764507
2759,2759,Google Pay,9307.4,2026-06-11 14:28:37.589736
2760,2760,Apple Pay,6004.35,2026-02-16 07:01:58.729358
2761,2761,PayPal,8038.2,2026-07-22 03:43:27.081348
2762,2762,PayPal,14533.36,2025-09-20 16:06:43.677784
2763,2763,Google Pay,6701.74,2025-09-18 22:35:02.933279
2764,2764,Credit Card,15641.02,2025-10-13 07:51:19.951049
2765,2765,Google Pay,17726.24,2026-02-14 23:26:47.417714
2766,2766,Credit Card,18917.71,2026-05-04 23:57:11.878476
2767,2767,PayPal,17509.75,2026-01-21 16:21:23.761885
2768,2768,Google Pay,11688.46,2026-03-27 11:17:58.395858
2769,2769,Credit Card,27394.34,2026-05-26 06:58:44.411600
2770,2770,Apple Pay,4254.18,2025-10-02 02:25:37.046070
2771,2771,Apple Pay,14810.84,2026-01-12 13:05:24.859044
2772,2772,Debit Card,16598.6,2025-12-11 09:51:25.500996
2773,2773,Credit Card,4322.03,2025-09-01 06:23:08.818996
2774,2774,Debit Card,6925.42,2026-06-16 00:11:04.189614
2775,2775,Credit Card,3050.73,2025-10-12 20:32:08.476575
2776,2776,Apple Pay,9243.32,2026-07-28 03:10:21.304897
2777,2777,Debit Card,2844.36,2025-10-23 17:20:06.370001
2778,2778,Apple Pay,7708.75,2026-02-27 19:45:23.350722
2779,2779,Credit Card,11621.19,2026-02-19 19:52:45.300928
2780,2780,PayPal,285.56,2026-04-02 04:27:08.945806
2781,2781,PayPal,1620.97,2025-11-28 23:34:45.079525
2782,2782,Debit Card,5148.3,2025-10-23 22:28:07.719401
2783,2783,Google Pay,7414.72,2026-06-22 22:37:06.683786
2784,2784,Apple Pay,14256.54,2026-04-01 11:53:33.806798
2785,2785,Debit Card,4685.4,2026-05-24 00:56:42.687635
2786,2786,Credit Card,6515.9,2026-06-18 06:42:01.995646
2787,2787,PayPal,8479.37,2026-07-23 23:49:38.714925
2788,2788,Credit Card,9223.21,2026-05-07 05:36:56.180809
2789,2789,Credit Card,6016.3,2026-07-13 07:28:16.371789
2790,2790,Google Pay,7756.91,2026-01-13 22:59:30.482316
2791,2791,Credit Card,31.92,2026-04-07 01:00:13.476526
2792,2792,Debit Card,10528.44,2026-07-13 02:17:22.526589
2793,2793,Google Pay,6226.51,2026-01-16 06:16:14.439798
2794,2794,Apple Pay,10893.42,2026-06-13 20:33:35.171268
2795,2795,Apple Pay,1407.81,2026-07-12 22:21:22.160045
2796,2796,Credit Card,5650.48,2026-01-31 20:17:27.255364
2797,2797,Apple Pay,3963.02,2025-11-16 21:43:03.468614
2798,2798,Debit Card,2014.68,2025-09-20 11:57:48.902656
2799,2799,Credit Card,7019.57,2026-04-26 23:30:19.290966
2800,2800,PayPal,4910.76,2025-08-29 05:38:06.441331
2801,2801,Credit Card,7486.48,2026-01-14 09:01:27.258651
2802,2802,PayPal,7607.55,2026-03-05 16:13:13.213439
2803,2803,Credit Card,5786.43,2026-03-04 23:05:57.703897
2804,2804,Apple Pay,3432.2,2025-08-07 18:17:06.011727
2805,2805,Credit Card,2833.08,2026-01-27 12:39:40.770563
2806,2806,PayPal,11851.84,2025-09-07 02:12:37.848700
2807,2807,Google Pay,4811.82,2026-02-20 07:24:20.499485
2808,2808,Apple Pay,9848.1,2025-09-12 16:42:08.006755
2809,2809,Apple Pay,13544.07,2025-12-28 18:27:18.047491
2810,2810,Debit Card,3669.9,2026-01-17 19:23:02.154358
2811,2811,Google Pay,4682.65,2025-08-11 18:19:02.689180
2812,2812,Google Pay,63.84,2026-02-17 19:54:13.688600
2813,2813,Apple Pay,7208.73,2025-11-28 23:33:32.141426
2814,2814,Debit Card,7768.75,2025-08-31 13:07:55.402694
2815,2815,PayPal,14591.76,2025-08-15 08:39:20.389335
2816,2816,Debit Card,4966.3,2026-02-22 18:14:35.689631
2817,2817,Debit Card,9963.01,2026-07-24 07:26:39.940108
2818,2818,PayPal,4732.53,2026-02-26 06:50:08.297691
2819,2819,Credit Card,8495.84,2025-08-23 09:01:27.605484
2820,2820,Credit Card,9691.1,2025-08-18 16:20:13.810288
2821,2821,Apple Pay,10994.2,2026-07-02 03:37:45.448092
2822,2822,Credit Card,4715.19,2026-03-25 06:39:35.831136
2823,2823,Google Pay,7409.17,2025-09-06 16:07:49.044715
2824,2824,PayPal,1447.41,2025-08-02 07:09:07.342482
2825,2825,Credit Card,11054.01,2025-08-10 16:08:09.724794
2826,2826,PayPal,10942.01,2026-07-17 13:31:19.570664
2827,2827,Debit Card,12826.7,2025-11-07 14:23:45.542435
2828,2828,Apple Pay,4765.29,2026-07-27 15:24:42.286744
2829,2829,Google Pay,10674.74,2026-01-29 22:48:14.976171
2830,2830,PayPal,9989.6,2026-01-03 18:00:26.419588
2831,2831,Debit Card,9777.09,2026-04-21 20:59:58.537893
2832,2832,Apple Pay,3610.42,2026-01-10 13:32:53.981713
2833,2833,Debit Card,3934.95,2025-11-28 11:57:55.670837
2834,2834,Google Pay,8393.75,2026-04-25 00:12:32.101015
2835,2835,Google Pay,7951.84,2026-03-20 05:54:19.724480
2836,2836,PayPal,615.62,2026-05-22 06:06:48.996835
2837,2837,Debit Card,12080.3,2025-12-25 16:24:28.206067
2838,2838,Debit Card,15716.7,2025-11-08 07:07:34.991125
2839,2839,Apple Pay,2587.64,2025-08-13 17:35:07.486797
2840,2840,Credit Card,3979.46,2025-11-06 21:52:14.945640
2841,2841,Debit Card,20089.08,2026-02-19 23:52:00.105761
2842,2842,Google Pay,2844.36,2025-09-15 09:04:44.796059
2843,2843,Credit Card,7620.06,2026-06-26 11:15:49.286623
2844,2844,Google Pay,17941.3,2025-09-04 23:20:47.464155
2845,2845,Debit Card,11420.7,2025-09-21 01:16:35.626398
2846,2846,Google Pay,3022.02,2026-03-07 00:40:15.234095
2847,2847,Apple Pay,7728.98,2026-01-05 09:52:08.971402
2848,2848,Apple Pay,13410.37,2026-03-09 15:33:08.012814
2849,2849,Apple Pay,3973.4,2025-11-30 02:20:48.488382
2850,2850,Apple Pay,8277.23,2026-06-19 12:13:41.098409
2851,2851,Apple Pay,14075.98,2025-09-15 19:35:48.404914
2852,2852,Credit Card,5256.51,2025-08-12 13:42:28.642167
2853,2853,Debit Card,11161.74,2025-09-16 19:06:59.253881
2854,2854,Apple Pay,7779.93,2026-07-14 12:04:11.685799
2855,2855,Google Pay,5147.4,2026-02-22 04:05:49.981095
2856,2856,Apple Pay,5516.76,2026-02-26 16:16:47.976064
2857,2857,Apple Pay,4965.31,2026-02-21 19:01:01.107495
2858,2858,Debit Card,18355.15,2025-12-07 15:44:08.786487
2859,2859,Apple Pay,4102.32,2026-07-06 04:40:47.331383
2860,2860,Apple Pay,6024.72,2025-10-07 12:58:25.647957
2861,2861,PayPal,4177.14,2026-05-29 04:10:34.052135
2862,2862,Apple Pay,6147.65,2026-02-06 08:12:11.245898
2863,2863,Credit Card,12684.82,2026-03-03 04:52:44.635612
2864,2864,PayPal,10761.59,2025-08-18 11:47:07.211889
2865,2865,Google Pay,615.62,2025-12-12 04:02:43.528035
2866,2866,PayPal,9995.5,2025-11-09 07:57:52.053024
2867,2867,Google Pay,14735.58,2025-10-26 01:52:08.644000
2868,2868,PayPal,5760.17,2025-11-20 12:14:18.277930
2869,2869,Apple Pay,13111.79,2026-02-22 15:30:39.073877
2870,2870,Credit Card,18388.28,2026-05-21 00:51:38.916533
2871,2871,Google Pay,4266.54,2025-09-16 12:13:03.793684
2872,2872,Apple Pay,7318.12,2025-10-12 13:17:00.953536
2873,2873,Apple Pay,10074.09,2026-05-29 05:02:17.211278
2874,2874,Apple Pay,7665.91,2026-06-14 04:56:20.777293
2875,2875,Debit Card,13934.74,2025-11-09 20:28:34.369998
2876,2876,Credit Card,11901.27,2025-12-26 15:29:43.062319
2877,2877,Google Pay,10099.84,2025-09-15 03:05:48.365775
2878,2878,Credit Card,3496.1,2025-10-04 05:55:40.612329
2879,2879,Apple Pay,12659.83,2026-04-07 10:31:12.997651
2880,2880,Credit Card,7799.34,2025-12-25 15:22:30.477253
2881,2881,Google Pay,8352.36,2025-11-16 16:21:16.920802
2882,2882,PayPal,19582.08,2026-07-26 21:22:00.850153
2883,2883,PayPal,5127.82,2026-04-08 10:03:52.721648
2884,2884,Apple Pay,14183.36,2025-11-02 03:04:42.234095
2885,2885,PayPal,6786.24,2026-05-10 01:19:35.718108
2886,2886,Credit Card,6181.59,2025-12-27 11:52:51.798023
2887,2887,Google Pay,4859.45,2025-10-31 16:07:06.309606
2888,2888,Google Pay,17007.21,2025-11-07 19:30:52.855990
2889,2889,Google Pay,2402.91,2025-09-07 20:25:33.326327
2890,2890,Credit Card,10323.04,2025-10-12 13:38:47.591479
2891,2891,Apple Pay,3669.9,2026-07-17 11:47:35.991435
2892,2892,Apple Pay,12408.46,2026-04-05 08:50:40.237304
2893,2893,Google Pay,4811.34,2025-09-03 01:59:08.044127
2894,2894,Debit Card,8708.81,2025-09-05 07:15:33.978403
2895,2895,Apple Pay,5367.25,2026-02-04 06:00:37.375618
2896,2896,PayPal,11780.05,2025-08-22 06:42:50.615539
2897,2897,Debit Card,6519.48,2025-09-26 04:36:54.319967
2898,2898,Google Pay,4611.35,2026-05-04 19:29:00.025078
2899,2899,Credit Card,8802.35,2026-07-01 00:14:01.048068
2900,2900,Credit Card,664.17,2025-09-14 19:20:38.519663
2901,2901,Apple Pay,4934.12,2026-05-20 23:08:57.737210
2902,2902,PayPal,13580.56,2026-03-25 16:22:19.518828
2903,2903,Credit Card,5066.42,2025-11-21 11:54:40.952083
2904,2904,Credit Card,1669.83,2025-10-09 20:41:49.395066
2905,2905,PayPal,15859.77,2026-06-06 06:17:45.710483
2906,2906,Google Pay,11314.48,2026-06-06 09:26:03.768928
2907,2907,Debit Card,4072.72,2025-09-06 08:05:12.752899
2908,2908,Google Pay,10955.89,2026-03-19 08:34:39.550311
2909,2909,Apple Pay,4200.53,2025-12-09 09:24:44.143253
2910,2910,Debit Card,7753.8,2026-04-03 01:38:48.597849
2911,2911,PayPal,6505.24,2026-01-27 23:58:31.558246
2912,2912,Debit Card,16582.42,2026-01-13 20:54:14.132508
2913,2913,Apple Pay,11723.68,2025-08-13 04:28:30.344710
2914,2914,Apple Pay,16497.69,2026-05-28 15:10:05.937936
2915,2915,Credit Card,469.27,2025-10-21 09:34:19.890543
2916,2916,Google Pay,1724.73,2026-05-01 05:41:56.949439
2917,2917,Debit Card,6094.01,2026-05-01 10:13:52.741718
2918,2918,Google Pay,2118.29,2025-12-16 12:43:37.757831
2919,2919,Google Pay,8186.79,2025-12-31 07:48:13.373431
2920,2920,Credit Card,9273.78,2025-10-15 06:15:34.307096
2921,2921,Apple Pay,87.7,2025-12-14 12:00:26.931368
2922,2922,Apple Pay,1083.27,2026-05-22 05:05:14.090386
2923,2923,Apple Pay,7278.83,2026-06-09 02:54:55.315926
2924,2924,PayPal,3489.24,2026-03-19 01:36:05.100892
2925,2925,Debit Card,9460.14,2026-05-13 01:18:12.094841
2926,2926,Credit Card,8718.31,2025-08-28 18:23:59.605210
2927,2927,Google Pay,9502.82,2025-09-28 09:20:01.980288
2928,2928,PayPal,2718.4,2025-09-11 16:14:14.984925
2929,2929,Google Pay,11547.96,2026-06-20 18:04:13.057570
2930,2930,Debit Card,15902.93,2025-09-18 19:36:24.553854
2931,2931,Apple Pay,354.99,2025-09-15 17:57:03.610562
2932,2932,Apple Pay,9088.86,2026-03-17 17:12:27.046399
2933,2933,Google Pay,5376.03,2026-02-26 09:44:47.389602
2934,2934,PayPal,236.66,2025-09-16 08:33:16.459707
2935,2935,Credit Card,16289.76,2026-01-14 04:38:48.538414
2936,2936,PayPal,63.84,2025-12-01 20:10:58.380367
2937,2937,Google Pay,12645.85,2025-09-16 18:01:15.017753
2938,2938,Apple Pay,7095.43,2025-09-02 09:06:46.311624
2939,2939,Google Pay,1476.61,2025-11-30 05:52:35.862825
2940,2940,PayPal,12469.83,2025-11-17 03:07:03.228354
2941,2941,Debit Card,9803.76,2026-07-05 15:38:59.555446
2942,2942,PayPal,7208.73,2026-06-12 21:27:44.652234
2943,2943,PayPal,11167.67,2026-05-18 09:05:13.764994
2944,2944,Debit Card,17702.54,2025-08-21 06:06:34.692060
2945,2945,Credit Card,3858.57,2026-04-29 11:43:17.193669
2946,2946,Credit Card,1308.17,2026-02-20 07:18:19.561593
2947,2947,Credit Card,358.86,2025-11-01 02:10:04.721788
2948,2948,Apple Pay,9761.61,2026-04-24 09:30:36.853535
2949,2949,Google Pay,2402.91,2026-07-31 10:10:54.474779
2950,2950,Google Pay,10812.74,2025-08-26 19:01:14.664938
2951,2951,Google Pay,175.4,2026-07-14 03:20:17.227033
2952,2952,Google Pay,1331.91,2026-05-01 07:30:19.140484
2953,2953,Google Pay,8639.36,2025-11-02 01:43:32.193217
2954,2954,Google Pay,3951.64,2025-10-07 18:36:08.728201
2955,2955,Credit Card,2359.5,2026-06-22 03:45:01.945954
2956,2956,PayPal,6291.68,2026-01-09 20:54:31.998871
2957,2957,PayPal,9824.5,2026-07-20 20:57:48.563561
2958,2958,Debit Card,8479.19,2025-12-11 20:29:06.321062
2959,2959,Google Pay,995.09,2025-10-11 17:28:45.765873
2960,2960,PayPal,6041.64,2026-07-19 08:19:24.175244
2961,2961,Apple Pay,12781.71,2025-11-05 13:19:03.495698
2962,2962,Credit Card,8844.14,2026-07-17 00:39:53.006477
2963,2963,Apple Pay,364.82,2026-04-08 21:42:36.478724
2964,2964,Credit Card,4931.24,2026-06-16 07:33:57.686147
2965,2965,PayPal,2411.16,2026-03-26 20:39:42.539446
2966,2966,PayPal,271.86,2026-01-22 17:29:02.734814
2967,2967,Debit Card,14555.29,2026-04-21 14:49:19.498533
2968,2968,Apple Pay,12805.4,2026-03-20 21:42:30.723091
2969,2969,Apple Pay,10115.15,2026-03-29 14:54:32.445379
2970,2970,Apple Pay,5263.06,2026-02-01 03:07:20.191235
2971,2971,Apple Pay,16048.47,2026-05-05 06:36:23.763047
2972,2972,Credit Card,12161.55,2025-12-25 00:41:55.727372
2973,2973,Credit Card,6814.7,2025-12-06 05:41:37.944985
2974,2974,Debit Card,10275.91,2026-06-25 13:24:11.333955
2975,2975,PayPal,5238.82,2025-10-05 21:19:42.116257
2976,2976,Debit Card,4406.38,2026-06-19 12:02:23.189347
2977,2977,Debit Card,13674.82,2026-06-03 02:48:32.798879
2978,2978,Credit Card,6852.06,2025-09-10 20:50:42.623827
2979,2979,Credit Card,6538.73,2026-01-02 03:39:03.320294
2980,2980,Google Pay,10910.94,2025-08-06 11:48:23.212757
2981,2981,Google Pay,16298.75,2026-01-10 14:19:42.135037
2982,2982,Apple Pay,6690.3,2025-10-21 11:20:02.991824
2983,2983,Apple Pay,7280.06,2026-06-16 17:44:13.018709
2984,2984,Apple Pay,285.56,2025-09-11 16:25:04.952229
2985,2985,Google Pay,5792.4,2026-05-10 23:59:24.509472
2986,2986,Credit Card,16728.09,2026-03-19 08:35:58.447651
2987,2987,Google Pay,7113.57,2026-01-05 11:57:00.933872
2988,2988,PayPal,7218.76,2026-01-23 23:07:30.787265
2989,2989,Credit Card,1422.18,2025-10-26 09:14:50.752572
2990,2990,Debit Card,6910.46,2025-08-15 15:15:20.310875
2991,2991,Credit Card,10289.43,2025-09-12 02:00:23.779113
2992,2992,Debit Card,4867.4,2026-03-01 08:35:38.098188
2993,2993,Debit Card,11130.35,2026-05-11 16:38:43.043892
2994,2994,Debit Card,3155.1,2025-11-04 11:08:26.109125
2995,2995,PayPal,7186.39,2026-03-21 22:11:49.267287
2996,2996,PayPal,16728.38,2025-11-10 11:53:30.225489
2997,2997,Credit Card,7733.1,2026-06-07 22:16:16.460088
2998,2998,Credit Card,4021.72,2026-06-28 20:21:56.856138
2999,2999,PayPal,5214.15,2026-04-26 03:22:13.586841
3000,3000,Debit Card,12744.37,2025-11-28 09:20:26.057636
3001,3001,Google Pay,9599.77,2025-08-28 13:58:43.055713
3002,3002,Google Pay,2014.68,2025-10-24 18:44:42.330609
3003,3003,Credit Card,21057.61,2026-07-05 04:35:54.435385
3004,3004,Google Pay,6130.75,2025-10-05 14:45:38.472569
3005,3005,Debit Card,8986.25,2025-08-24 11:30:25.792947
3006,3006,Credit Card,6029.4,2025-09-17 19:59:12.562376
3007,3007,Debit Card,20006.42,2026-04-22 18:32:38.314369
3008,3008,Apple Pay,12373.36,2025-11-25 22:00:55.195606
3009,3009,Credit Card,11046.88,2026-06-26 08:07:09.996570
3010,3010,Credit Card,14903.92,2025-10-30 11:28:37.440238
3011,3011,Debit Card,3190.04,2026-02-20 12:31:18.618316
3012,3012,Apple Pay,2837.54,2026-03-09 06:29:20.462059
3013,3013,Debit Card,14562.65,2025-09-24 08:04:03.115612
3014,3014,PayPal,5243.12,2026-05-29 23:30:44.772966
3015,3015,Apple Pay,11658.5,2025-09-08 13:39:10.887460
3016,3016,Credit Card,19651.89,2026-05-06 09:34:41.571320
3017,3017,PayPal,4838.36,2026-06-17 20:03:00.406705
3018,3018,Debit Card,856.68,2026-07-17 09:33:10.859739
3019,3019,Credit Card,21375.26,2025-09-30 12:57:38.919234
3020,3020,Credit Card,4947.06,2025-11-23 17:46:41.257558
3021,3021,Google Pay,14098.96,2025-10-14 10:58:14.863660
3022,3022,Debit Card,5024.02,2026-04-04 01:20:53.914032
3023,3023,PayPal,10875.49,2026-04-08 05:37:39.551865
3024,3024,Apple Pay,1554.17,2026-02-04 08:14:04.861864
3025,3025,Apple Pay,6123.49,2026-02-05 14:37:01.783874
3026,3026,Google Pay,11118.03,2025-10-18 21:14:25.511690
3027,3027,Apple Pay,14001.93,2025-10-14 15:13:34.422100
3028,3028,Debit Card,2971.33,2026-06-20 03:01:40.568795
3029,3029,Apple Pay,5740.91,2025-09-05 20:43:28.002262
3030,3030,PayPal,3992.61,2025-10-17 16:55:07.972607
3031,3031,Debit Card,2596.42,2025-08-28 21:17:21.005064
3032,3032,Apple Pay,7392.94,2025-12-10 14:20:54.566651
3033,3033,PayPal,3342.37,2026-04-27 02:07:16.685955
3034,3034,PayPal,12031.05,2025-08-06 10:42:25.967186
3035,3035,Google Pay,3492.28,2025-09-17 00:50:07.704907
3036,3036,PayPal,7979.28,2026-05-29 04:21:20.418198
3037,3037,Apple Pay,1325.31,2026-06-20 08:50:02.414629
3038,3038,Debit Card,3955.46,2025-09-15 01:32:50.579188
3039,3039,Credit Card,2197.2,2025-09-12 16:00:19.175951
3040,3040,Google Pay,4951.89,2026-01-29 05:01:48.308444
3041,3041,Google Pay,19130.18,2026-05-06 05:31:18.068524
3042,3042,Google Pay,7567.36,2026-03-11 02:39:05.891521
3043,3043,Apple Pay,9339.15,2026-05-01 09:22:43.677748
3044,3044,Google Pay,15917.55,2026-04-13 10:18:02.459810
3045,3045,Credit Card,6561.27,2026-02-26 00:05:33.197738
3046,3046,Apple Pay,9053.35,2025-08-16 04:54:23.676821
3047,3047,Apple Pay,2203.19,2025-08-25 23:03:34.578887
3048,3048,Apple Pay,3291.74,2025-09-17 07:51:12.701807
3049,3049,Google Pay,17880.86,2026-02-22 13:38:27.830778
3050,3050,Google Pay,13354.17,2026-03-21 22:53:47.257296
3051,3051,Apple Pay,4992.6,2026-01-10 10:52:12.285185
3052,3052,Google Pay,1270.44,2025-09-18 05:07:50.626625
3053,3053,Debit Card,2345.17,2025-08-27 00:25:11.877165
3054,3054,Credit Card,729.64,2025-12-17 07:24:03.986325
3055,3055,Debit Card,3535.53,2025-10-17 19:24:41.659171
3056,3056,Google Pay,3888.84,2025-11-17 02:29:00.979907
3057,3057,Debit Card,11297.97,2025-09-29 14:51:07.902576
3058,3058,Credit Card,12779.69,2025-08-23 10:18:52.597613
3059,3059,Debit Card,10892.74,2025-08-23 13:19:05.111230
3060,3060,PayPal,4982.8,2025-08-21 10:15:32.417014
3061,3061,Apple Pay,6358.21,2025-08-05 20:12:28.411871
3062,3062,PayPal,3838.06,2025-08-10 07:14:18.748356
3063,3063,Google Pay,4898.15,2026-03-21 08:59:31.613998
3064,3064,Credit Card,14068.84,2026-07-11 20:54:50.617425
3065,3065,PayPal,2467.06,2026-01-30 00:04:00.108511
3066,3066,Apple Pay,14436.43,2025-09-07 15:07:11.784122
3067,3067,Apple Pay,15781.32,2026-05-15 15:11:45.077755
3068,3068,Credit Card,3811.11,2026-05-02 16:12:17.440910
3069,3069,Google Pay,7811.19,2026-01-09 01:50:34.450581
3070,3070,PayPal,4123.76,2025-11-14 03:15:12.229799
3071,3071,PayPal,8833.21,2025-12-01 16:39:42.069700
3072,3072,PayPal,8475.34,2025-09-24 07:16:15.436833
3073,3073,Google Pay,1669.83,2025-09-29 19:00:52.290135
3074,3074,PayPal,10139.29,2026-05-09 00:02:28.397530
3075,3075,Google Pay,7230.65,2026-02-16 09:18:15.002643
3076,3076,Credit Card,6198.92,2026-03-29 12:22:21.389880
3077,3077,Apple Pay,3888.84,2026-07-04 10:43:06.536109
3078,3078,Debit Card,7713.78,2025-10-18 00:12:54.354325
3079,3079,Debit Card,2272.71,2025-09-23 22:40:19.887285
3080,3080,Apple Pay,9710.22,2026-05-13 00:56:04.159737
3081,3081,Apple Pay,5519.53,2026-04-30 11:51:26.837098
3082,3082,PayPal,15634.76,2026-05-14 14:52:53.969181
3083,3083,PayPal,12340.56,2026-06-20 05:40:35.924825
3084,3084,Google Pay,6908.07,2026-03-18 01:34:33.270657
3085,3085,PayPal,11574.93,2026-04-16 23:58:16.121536
3086,3086,Apple Pay,12486.88,2026-04-22 20:11:28.027926
3087,3087,Debit Card,5048.64,2025-09-02 22:50:34.690546
3088,3088,PayPal,1858.12,2026-04-26 12:52:59.581258
3089,3089,Credit Card,12434.41,2026-05-17 08:08:16.138802
3090,3090,PayPal,4120.24,2025-10-28 19:48:09.804580
3091,3091,Debit Card,12001.51,2025-09-03 12:04:22.940317
3092,3092,Credit Card,7234.29,2026-01-16 17:53:49.242507
3093,3093,Credit Card,6143.39,2026-07-12 02:20:55.352172
3094,3094,Apple Pay,3190.04,2025-08-24 09:13:10.830975
3095,3095,Google Pay,12056.34,2026-06-06 23:59:19.024510
3096,3096,Debit Card,18216.67,2026-07-09 14:17:47.372720
